# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1771926455630000000,1771926505168000000,32
workspaceModel.workspaceFileIndexData.getPackageName.ms,1771926455630000000,1771926505168000000,0
workspaceModel.updates.precise.ms,1771926455630000000,1771926505168000000,5
workspaceModel.init.bridges.ms,1771926455630000000,1771926505168000000,25
workspaceModel.workspaceFileIndexData.init.ms,1771926455630000000,1771926505168000000,4
workspaceModel.workspaceFileIndexData.instances.count,1771926455630000000,1771926505168000000,1
workspaceModel.entityStorageSnapshotImpl.instances.count,1771926455630000000,1771926505168000000,40
workspaceModel.cachedValue.total.get.count,1771926455630000000,1771926505168000000,5810
workspaceModel.check.recursive.update.ms,1771926455630000000,1771926505168000000,1
workspaceModel.on.before.changed.ms,1771926455630000000,1771926505168000000,61
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1771926455630000000,1771926505168000000,521
workspaceModel.to.snapshot.ms,1771926455630000000,1771926505168000000,0
workspaceModel.loading.from.cache.ms,1771926455630000000,1771926505168000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1771926455630000000,1771926505168000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1771926455630000000,1771926505168000000,0
workspaceModel.updates.count,1771926455630000000,1771926505168000000,7
workspaceModel.cachedValueWithParameters.clear.count,1771926455630000000,1771926505168000000,0
workspaceModel.cachedValue.calculated.count,1771926455630000000,1771926505168000000,61
workspaceModel.loading.total.ms,1771926455630000000,1771926505168000000,2
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1771926455630000000,1771926505168000000,0
workspaceModel.updates.ms,1771926455630000000,1771926505168000000,100
workspaceModel.pre.handlers.ms,1771926455630000000,1771926505168000000,1
workspaceModel.replace.project.model.ms,1771926455630000000,1771926505168000000,70
workspaceModel.update.unloaded.entities.ms,1771926455630000000,1771926505168000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1771926455630000000,1771926505168000000,0
workspaceModel.full.replace.project.model.ms,1771926455630000000,1771926505168000000,56
workspaceModel.cachedValue.from.cache.count,1771926455630000000,1771926505168000000,5749
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1771926455630000000,1771926505168000000,110
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1771926455630000000,1771926505168000000,31
workspaceModel.workspaceFileIndexData.markDirty.ms,1771926455630000000,1771926505168000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1771926455630000000,1771926505168000000,0
workspaceModel.collect.changes.ms,1771926455630000000,1771926505168000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1771926455630000000,1771926505168000000,0
workspaceModel.cachedValue.clear.count,1771926455630000000,1771926505168000000,2
workspaceModel.initializing.ms,1771926455630000000,1771926505168000000,19
workspaceModel.on.changed.ms,1771926455630000000,1771926505168000000,101
FilePageCache.pageLoads,1771926455630000000,1771926505168000000,492
FilePageCache.pageFastCacheHits,1771926455630000000,1771926505168000000,5997802
MappedFileStorage.totalBytesMapped,1771926455630000000,1771926505168000000,0
DirectByteBufferAllocator.reclaimed,1771926455630000000,1771926505168000000,43
MappedFileStorage.totalTimeSpentOnMappingUs,1771926455630000000,1771926505168000000,380459
FilePageCache.totalPageLoadsUs,1771926455630000000,1771926505168000000,290084
MappedFileStorage.totalPagesMapped,1771926455630000000,1771926505168000000,0
FilePageCache.maxCacheSizeInBytes,1771926455630000000,1771926505168000000,512753664
MappedFileStorage.storages,1771926455630000000,1771926505168000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1771926455630000000,1771926505168000000,0
StorageLockContext.competingThreads.max,1771926455630000000,1771926505168000000,0
FilePageCache.totalPageDisposalsUs,1771926455630000000,1771926505168000000,993
FilePageCache.capacityInBytes,1771926455630000000,1771926505168000000,629145600
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1771926455630000000,1771926505168000000,41943040
FilePageCache.pageLoadsAboveSizeThreshold,1771926455630000000,1771926505168000000,0
StorageLockContext.competingThreads.90P,1771926455630000000,1771926505168000000,0
StorageLockContext.competingThreads.avg,1771926455630000000,1771926505168000000,0.0
FilePageCache.disposedBuffers,1771926455630000000,1771926505168000000,490
DirectByteBufferAllocator.disposed,1771926455630000000,1771926505168000000,447
DirectByteBufferAllocator.hits,1771926455630000000,1771926505168000000,3
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1771926455630000000,1771926505168000000,44040192
FilePageCache.uncachedFileAccess,1771926455630000000,1771926505168000000,1019
DirectByteBufferAllocator.misses,1771926455630000000,1771926505168000000,489
FilePageCache.pageHits,1771926455630000000,1771926505168000000,532196
FilePageCache.maxRegisteredFiles,1771926455630000000,1771926505168000000,680
