# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexing.cache.totalCacheEvicted,1776756108837000000,1776756169017000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1776756108837000000,1776756169017000000,0
Indexing.cache.totalCacheAccesses,1776756108837000000,1776756169017000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1776756108837000000,1776756169017000000,0
Indexing.totalTimeIndexersSleptMs,1776756108837000000,1776756169017000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1776756108837000000,1776756169017000000,0
Indexing.writesQueuedMax,1776756108837000000,1776756169017000000,0
Indexing.writesQueuedMin,1776756108837000000,1776756169017000000,9223372036854775807
Indexing.cache.totalCacheMisses,1776756108837000000,1776756169017000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1776756108837000000,1776756169017000000,0
cacheStateStorage.get.duration,1776756108837000000,1776756169017000000,0
cacheStateStorage.get.counter,1776756108837000000,1776756169017000000,1
cacheStateStorage.set.duration,1776756108837000000,1776756169017000000,0
cacheStateStorage.set.counter,1776756108837000000,1776756169017000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1776756108837000000,1776756169017000000,3
VFS.contentStorage.recordsStoredCompressed,1776756108837000000,1776756169017000000,1
VFS.rootsCount,1776756108837000000,1776756169017000000,4.0
VFS.fileByIdCache.misses,1776756108837000000,1776756169017000000,0
VFS.folderCaseSensitivityReads,1776756108837000000,1776756169017000000,13
VFS.contentStorage.recordsReadDecompressed,1776756108837000000,1776756169017000000,0
VFS.contentStorage.recordsUncompressedSize,1776756108837000000,1776756169017000000,24560
VFS.contentStorage.recordsDecompressionTimeUs,1776756108837000000,1776756169017000000,0
VFS.cache.segments,1776756108837000000,1776756169017000000,1.0
VFS.fileChildByName,1776756108837000000,1776756169017000000,180
VFS.contentStorage.recordsStored,1776756108837000000,1776756169017000000,1
VFS.contentStorage.recordsStoredSize,1776756108837000000,1776756169017000000,2209
VFS.cache.segmentsCreated,1776756108837000000,1776756169017000000,1
VFS.contentStorage.recordsReadSize,1776756108837000000,1776756169017000000,0
VFS.invertedFileNameIndex.requests,1776756108837000000,1776756169017000000,0
VFS.contentStorage.recordsRead,1776756108837000000,1776756169017000000,0
VFS.contentStorage.recordsDeduplicated,1776756108837000000,1776756169017000000,0
FileNameCache.queries,1776756108837000000,1776756169017000000,6656
VFS.cache.filesCreated,1776756108837000000,1776756169017000000,60
VFS.cache.directoriesCreated,1776756108837000000,1776756169017000000,185
VFS.fileByIdCache.hits,1776756108837000000,1776756169017000000,0
FileNameCache.totalMisses,1776756108837000000,1776756169017000000,0
MappedFileStorage.totalPagesMapped,1776756108837000000,1776756169017000000,6
FilePageCache.pageLoadsAboveSizeThreshold,1776756108837000000,1776756169017000000,0
StorageLockContext.competingThreads.max,1776756108837000000,1776756169017000000,0
FilePageCache.uncachedFileAccess,1776756108837000000,1776756169017000000,409
StorageLockContext.competingThreads.avg,1776756108837000000,1776756169017000000,0.0
FilePageCache.totalPageLoadsUs,1776756108837000000,1776756169017000000,205722
DirectByteBufferAllocator.hits,1776756108837000000,1776756169017000000,3
FilePageCache.disposedBuffers,1776756108837000000,1776756169017000000,3
FilePageCache.pageLoads,1776756108837000000,1776756169017000000,290
MappedFileStorage.storages,1776756108837000000,1776756169017000000,6
DirectByteBufferAllocator.misses,1776756108837000000,1776756169017000000,287
DirectByteBufferAllocator.reclaimed,1776756108837000000,1776756169017000000,3
FilePageCache.pageHits,1776756108837000000,1776756169017000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1776756108837000000,1776756169017000000,86322
FilePageCache.maxRegisteredFiles,1776756108837000000,1776756169017000000,785
FilePageCache.totalPageDisposalsUs,1776756108837000000,1776756169017000000,693
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1776756108837000000,1776756169017000000,1604
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1776756108837000000,1776756169017000000,360
FileChannelInterruptsRetryer.totalRetriedAttempts,1776756108837000000,1776756169017000000,0
FilePageCache.pageFastCacheHits,1776756108837000000,1776756169017000000,20165
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1776756108837000000,1776756169017000000,300941312
StreamlinedBlobStorage.recordsAllocated,1776756108837000000,1776756169017000000,22
StreamlinedBlobStorage.recordsDeleted,1776756108837000000,1776756169017000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776756108837000000,1776756169017000000,0
StorageLockContext.competingThreads.90P,1776756108837000000,1776756169017000000,0
DirectByteBufferAllocator.disposed,1776756108837000000,1776756169017000000,0
FilePageCache.capacityInBytes,1776756108837000000,1776756169017000000,629145600
MappedFileStorage.totalBytesMapped,1776756108837000000,1776756169017000000,164626432
FilePageCache.maxCacheSizeInBytes,1776756108837000000,1776756169017000000,300941312
StreamlinedBlobStorage.recordsRelocated,1776756108837000000,1776756169017000000,0
FlushQueue.executionTime90PNs,1776756108837000000,1776756169017000000,0
ReadAction.executionsCount,1776756108837000000,1776756169017000000,35
AWTEventQueue.dispatchTimeTotalNS,1776756108837000000,1776756169017000000,588861466
FlushQueue.queueSizeAvg,1776756108837000000,1776756169017000000,0.0
FlushQueue.waitingTimeMaxNs,1776756108837000000,1776756169017000000,0
FlushQueue.executionTimeMaxNs,1776756108837000000,1776756169017000000,0
